96,1,20,46,46,46,4,4,46,46,46,4,4,46,46,46,4,4,46,46,46,4,4
IMAGE_WIDTH,IMAGE_HEIGHT,FACET_SIZE,FACET_COUNT,DEFORMATION_COUNT,TEST_CASE,VARIANT,LWS0,LWS1,LWS_SUB,DATASIZE,Total time [ms],Kernel time [ms],Status,Result Group
88,240,7,408,10,0,7,16,1,1,214,4.153,3.162,SUCCESS,-1
88,240,7,408,10,0,7,16,2,1,214,3.971,2.976,SUCCESS,-1
88,240,7,408,10,0,7,16,4,1,214,4.26,3.274,SUCCESS,-1
88,240,7,408,10,0,7,16,8,1,214,4.198,3.207,SUCCESS,-1
88,240,7,408,10,0,7,16,16,1,214,4.299,3.297,SUCCESS,-1
88,240,7,408,10,0,7,16,32,1,214,4.239,3.258,SUCCESS,-1
88,240,7,408,10,0,7,16,64,1,214,4.225,3.243,SUCCESS,-1
88,240,7,408,10,0,7,32,1,1,214,4.133,3.134,SUCCESS,-1
88,240,7,408,10,0,7,32,2,1,214,4.008,3.029,SUCCESS,-1
88,240,7,408,10,0,7,32,4,1,214,4.509,3.511,SUCCESS,-1
88,240,7,408,10,0,7,32,8,1,214,4.324,3.345,SUCCESS,-1
88,240,7,408,10,0,7,32,16,1,214,4.566,3.544,SUCCESS,-1
88,240,7,408,10,0,7,32,32,1,214,4.573,3.575,SUCCESS,-1
88,240,7,408,10,0,7,64,1,1,214,3.993,3.016,SUCCESS,-1
88,240,7,408,10,0,7,64,2,1,214,4.105,3.117,SUCCESS,-1
88,240,7,408,10,0,7,64,4,1,214,4.409,3.379,SUCCESS,-1
88,240,7,408,10,0,7,64,8,1,214,4.002,2.999,SUCCESS,-1
88,240,7,408,10,0,7,64,16,1,214,4.739,3.708,SUCCESS,-1
88,240,7,408,10,0,8,128,1,1,214,3.472,2.465,SUCCESS,-2
88,240,7,408,10,0,8,256,1,1,214,3.973,2.938,SUCCESS,-2
88,240,7,408,10,0,8,512,1,1,214,4.531,3.509,SUCCESS,-2
88,240,7,408,10,0,8,1024,1,1,214,5.978,4.977,SUCCESS,-2
88,240,7,408,10,0,9,128,1,1,214,4.277,3.344,SUCCESS,-1
88,240,7,408,10,0,9,256,1,1,214,4.579,3.647,SUCCESS,-1
88,240,7,408,10,0,9,512,1,1,214,5.152,4.207,SUCCESS,-1
88,240,7,408,10,0,9,1024,1,1,214,6.27,5.223,SUCCESS,-1
88,240,7,408,10,0,10,1,16,1,386,2.25,1.718,SUCCESS,-1
88,240,7,408,10,0,10,1,32,1,386,2.07,1.554,SUCCESS,-1
88,240,7,408,10,0,10,1,64,1,386,2.2,1.701,SUCCESS,-1
88,240,7,408,10,0,10,1,128,1,386,2.335,1.753,SUCCESS,-1
88,240,7,408,10,0,10,1,256,1,386,2.271,1.745,SUCCESS,-1
88,240,7,408,10,0,10,1,512,1,386,2.287,1.759,SUCCESS,-1
88,240,7,408,10,0,10,1,1024,1,386,2.211,1.71,SUCCESS,-1
88,240,7,408,10,0,10,2,8,1,386,2.534,1.841,SUCCESS,-1
88,240,7,408,10,0,10,2,16,1,386,2.347,1.792,SUCCESS,-1
88,240,7,408,10,0,10,2,32,1,386,2.06,1.523,SUCCESS,-1
88,240,7,408,10,0,10,2,64,1,386,2.914,2.342,SUCCESS,-1
88,240,7,408,10,0,10,2,128,1,386,2.199,1.705,SUCCESS,-1
88,240,7,408,10,0,10,2,256,1,386,2.209,1.695,SUCCESS,-1
88,240,7,408,10,0,10,2,512,1,386,3.693,2.8,SUCCESS,-1
88,240,7,408,10,0,10,4,4,1,386,2.247,1.738,SUCCESS,-1
88,240,7,408,10,0,10,4,8,1,386,2.377,1.841,SUCCESS,-1
88,240,7,408,10,0,10,4,16,1,386,2.438,1.924,SUCCESS,-1
88,240,7,408,10,0,10,4,32,1,386,2.136,1.617,SUCCESS,-1
88,240,7,408,10,0,10,4,64,1,386,2.32,1.789,SUCCESS,-1
88,240,7,408,10,0,10,4,128,1,386,2.257,1.728,SUCCESS,-1
88,240,7,408,10,0,10,4,256,1,386,2.425,1.875,SUCCESS,-1
88,240,7,408,10,0,10,8,2,1,386,2.452,1.872,SUCCESS,-1
88,240,7,408,10,0,10,8,4,1,386,2.262,1.728,SUCCESS,-1
88,240,7,408,10,0,10,8,8,1,386,2.444,1.904,SUCCESS,-1
88,240,7,408,10,0,10,8,16,1,386,2.235,1.734,SUCCESS,-1
88,240,7,408,10,0,10,8,32,1,386,2.089,1.553,SUCCESS,-1
88,240,7,408,10,0,10,8,64,1,386,2.25,1.731,SUCCESS,-1
88,240,7,408,10,0,10,8,128,1,386,2.402,1.888,SUCCESS,-1
88,240,7,408,10,0,10,16,1,1,386,2.286,1.743,SUCCESS,-1
88,240,7,408,10,0,10,16,2,1,386,2.228,1.728,SUCCESS,-1
88,240,7,408,10,0,10,16,4,1,386,2.321,1.805,SUCCESS,-1
88,240,7,408,10,0,10,16,8,1,386,2.322,1.772,SUCCESS,-1
88,240,7,408,10,0,10,16,16,1,386,2.471,1.919,SUCCESS,-1
88,240,7,408,10,0,10,16,32,1,386,2.204,1.667,SUCCESS,-1
88,240,7,408,10,0,10,16,64,1,386,2.423,1.897,SUCCESS,-1
88,240,7,408,10,0,10,32,1,1,386,2.407,1.791,SUCCESS,-1
88,240,7,408,10,0,10,32,2,1,386,2.265,1.76,SUCCESS,-1
88,240,7,408,10,0,10,32,4,1,386,2.345,1.826,SUCCESS,-1
88,240,7,408,10,0,10,32,8,1,386,3.267,2.466,SUCCESS,-1
88,240,7,408,10,0,10,32,16,1,386,2.574,2.012,SUCCESS,-1
88,240,7,408,10,0,10,32,32,1,386,2.697,2.152,SUCCESS,-1
