18,1,12,8,8,11,11,11,11,46,46,46,46,46,46
IMAGE_WIDTH,IMAGE_HEIGHT,FACET_SIZE,DEFORMATION_COUNT,TEST_CASE,VARIANT,LWS0,LWS1,FACET_COUNT,DATASIZE,Total time [ms],Kernel time [ms],Status,Result Group
128,96,9,100,0,11,8,2,140,247,12,8,SUCCESS,-11
128,96,9,100,0,11,8,4,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,8,8,140,247,4,2,SUCCESS,-11
128,96,9,100,0,11,8,16,140,247,3,2,SUCCESS,-11
128,96,9,100,0,11,8,32,140,247,4,2,SUCCESS,-11
128,96,9,100,0,11,8,64,140,247,3,1,SUCCESS,-11
128,96,9,100,0,11,8,128,140,247,3,2,SUCCESS,-11
128,96,9,100,0,11,16,1,140,247,14,9,SUCCESS,11
128,96,9,100,0,11,16,2,140,247,8,5,SUCCESS,-11
128,96,9,100,0,11,16,4,140,247,5,3,SUCCESS,-11
128,96,9,100,0,11,16,8,140,247,4,2,SUCCESS,-11
128,96,9,100,0,11,16,16,140,247,4,2,SUCCESS,-11
128,96,9,100,0,11,16,32,140,247,4,2,SUCCESS,-11
128,96,9,100,0,11,16,64,140,247,5,3,SUCCESS,-11
128,96,9,100,0,11,32,1,140,247,10,6,SUCCESS,-11
128,96,9,100,0,11,32,2,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,32,4,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,32,8,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,32,16,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,32,32,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,64,1,140,247,8,4,SUCCESS,-11
128,96,9,100,0,11,64,2,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,64,4,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,64,8,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,64,16,140,247,7,5,SUCCESS,-11
128,96,9,200,0,0,1,1,140,,93,93,SUCCESS,1
128,96,9,200,0,0,2,1,140,,57,57,SUCCESS,-1
128,96,9,200,0,0,3,1,140,,56,56,SUCCESS,-1
128,96,9,200,0,0,4,1,140,,49,49,SUCCESS,-1
128,96,9,200,0,0,5,1,140,,40,40,SUCCESS,-1
128,96,9,200,0,0,6,1,140,,64,64,SUCCESS,-1
128,96,9,200,0,0,7,1,140,,31,31,SUCCESS,-1
128,96,9,200,0,0,8,1,140,,39,38,SUCCESS,-1
128,96,9,200,0,1,1,1,140,,88,88,SUCCESS,-1
128,96,9,200,0,1,2,1,140,,57,57,SUCCESS,-1
128,96,9,200,0,1,3,1,140,,49,49,SUCCESS,-1
128,96,9,200,0,1,4,1,140,,36,36,SUCCESS,-1
128,96,9,200,0,1,5,1,140,,30,30,SUCCESS,-1
128,96,9,200,0,1,6,1,140,,42,42,SUCCESS,-1
128,96,9,200,0,1,7,1,140,,43,43,SUCCESS,-1
128,96,9,200,0,1,8,1,140,,32,32,SUCCESS,-1
128,96,9,200,0,2,1,1,140,104,286,254,SUCCESS,-1
128,96,9,200,0,2,2,1,140,104,175,146,SUCCESS,-1
128,96,9,200,0,2,4,1,140,104,110,77,SUCCESS,-1
128,96,9,200,0,2,8,1,140,104,70,42,SUCCESS,-1
128,96,9,200,0,2,16,1,140,104,70,41,SUCCESS,-1
128,96,9,200,0,2,32,1,140,104,62,36,SUCCESS,-1
128,96,9,200,0,2,64,1,140,104,66,37,SUCCESS,-1
128,96,9,200,0,2,128,1,140,104,63,38,SUCCESS,-1
